displayName,appID,createdDateTime,identifierUris
"CCM TAGS-Ext","87ed3f36-e7eb-4075-94e1-3294ad2e0df6","2026-08-30T20:04:40.958Z","api://CCM TAGS-Ext-87ed3f36"
"Backup Management Service-Ext","a6e56c62-107a-4fb0-82f4-98ba6e45250b","2026-08-30T20:04:41.046Z","api://Backup Management Service-Ext-a6e56c62"
"GatewayRP-Ext","50202dc6-cfac-49ae-8361-e7c22f989d67","2026-08-30T20:04:41.098Z","api://GatewayRP-Ext-50202dc6"
"Microsoft Azure Signup Portal-Ext","0f1de66a-2bed-43de-8fa4-8b9bab1cdae2","2026-08-30T20:04:41.141Z","api://Microsoft Azure Signup Portal-Ext-0f1de66a"
"AzureDataShare-Ext","36a27c9f-53e8-4177-8f21-866cd1d5ddf9","2026-08-30T20:04:41.182Z","api://AzureDataShare-Ext-36a27c9f"
"Connectors-Ext","ec9a38e5-e82d-4883-941b-e6d7b0a03927","2026-08-30T20:04:41.221Z","api://Connectors-Ext-ec9a38e5"
"Microsoft Azure Stack HCI Service-Ext","9c56ae99-33ed-4ac4-a8cc-2f8670c1c759","2026-08-30T20:04:41.291Z","api://Microsoft Azure Stack HCI Service-Ext-9c56ae99"
"Azure Cosmos DB Virtual Network To Network Resource Provider-Ext","7945c0dd-97f4-4a64-aa27-4ea0cba090be","2026-08-30T20:04:41.318Z","api://Azure Cosmos DB Virtual Network To Network Resource Provider-Ext-7945c0dd"
"Marketplace Caps API-Ext","a0c1be0f-3713-47f2-abbf-e3cbcc437430","2026-08-30T20:04:41.370Z","api://Marketplace Caps API-Ext-a0c1be0f"
"Microsoft Intune SCCM Connector-Ext","7bef3640-5304-4f79-b5c5-f5dfc42cd9ca","2026-08-30T20:04:41.406Z","api://Microsoft Intune SCCM Connector-Ext-7bef3640"
"Office365 Zoom-Ext","248738c7-c4f9-49ac-a1b2-6257d2fe48b4","2026-08-30T20:04:41.563Z","api://Office365 Zoom-Ext-248738c7"
"NetworkVerifier-Ext","d6067b49-52ff-4294-b113-be9bec1c3bc8","2026-08-30T20:04:41.643Z","api://NetworkVerifier-Ext-d6067b49"
"swissfranc-Ext","91d6a63f-ba6b-4faf-8b38-fabd0dc58cda","2026-08-30T20:04:41.681Z","api://swissfranc-Ext-91d6a63f"
"MCVP Resource Provider-Ext","c7629d9e-b027-4641-b513-130e7f0cbbd4","2026-08-30T20:04:41.713Z","api://MCVP Resource Provider-Ext-c7629d9e"
"Azure SQL Database Backup To Azure Backup Vault-Ext","809c8f4f-f7fa-4100-b65f-ef0b35229677","2026-08-30T20:04:41.834Z","api://Azure SQL Database Backup To Azure Backup Vault-Ext-809c8f4f"
"asmcontainerimagescanner-Ext","09cce446-3409-42b7-91ca-081a41fc0a99","2026-08-30T20:04:41.866Z","api://asmcontainerimagescanner-Ext-09cce446"
"Diagnostic Services Trusted Storage Access-Ext","d240f460-783b-4ac6-9794-ccd58c1c222c","2026-08-30T20:04:41.898Z","api://Diagnostic Services Trusted Storage Access-Ext-d240f460"
"Billing RP-Ext","95b7fe76-ad3c-4571-afa2-1d900781d30f","2026-08-30T20:04:41.950Z","api://Billing RP-Ext-95b7fe76"
"MarketplaceAPI ISV-Ext","5b1bb5fa-10b8-4302-a60d-07c0b20e383b","2026-08-30T20:04:42.030Z","api://MarketplaceAPI ISV-Ext-5b1bb5fa"
"Dynamics CRM Online Administration-Ext","ea6d3843-f9bb-4e89-b912-73b3d7c63046","2026-08-30T20:04:42.104Z","api://Dynamics CRM Online Administration-Ext-ea6d3843"
"SAP Analytics Cloud-Ext","d7cf460c-c708-44af-9c9b-47e925576162","2026-08-30T20:04:42.167Z","api://SAP Analytics Cloud-Ext-d7cf460c"
"abc-Ext","797ccef6-e778-49dd-b387-e840d71184d5","2026-08-30T20:04:42.189Z","api://abc-Ext-797ccef6"
"Microsoft.EventGrid-Ext","047f2b5a-fc0c-476e-9f0a-047d5cf399fa","2026-08-30T20:04:42.278Z","api://Microsoft.EventGrid-Ext-047f2b5a"
"Device Registration Service-Ext","3446e0fb-73fa-4f15-94b9-17b8e056f143","2026-08-30T20:04:42.360Z","api://Device Registration Service-Ext-3446e0fb"
"code-Ext","bb0307de-9884-4c80-8e52-e57ad18d3f57","2026-08-30T20:04:42.403Z","api://code-Ext-bb0307de"
"Azure Iot Hub-Ext","fbafe4c4-8bc1-47c2-bf62-ae691964e31e","2026-08-30T20:04:42.425Z","api://Azure Iot Hub-Ext-fbafe4c4"
"CloudNativeTesting DP-Ext","a887e2e5-e43f-409d-91fe-e9bf740e100d","2026-08-30T20:04:42.465Z","api://CloudNativeTesting DP-Ext-a887e2e5"
"Policy Administration Service-Ext","52d99a60-7290-4acf-9b2e-0c41d0319522","2026-08-30T20:04:42.539Z","api://Policy Administration Service-Ext-52d99a60"
"Azure Linux VM Sign-In-Ext","bbbc5989-7cae-4d5e-818f-746c5c495573","2026-08-30T20:04:42.629Z","api://Azure Linux VM Sign-In-Ext-bbbc5989"
"Graph Connector Service-Ext","bd676d94-cdc9-4c3a-8619-19ffed61f3a6","2026-08-30T20:04:42.743Z","api://Graph Connector Service-Ext-bd676d94"
"Microsoft App Access Panel-Ext","6bfd2630-6d12-4646-a41c-354373716bf0","2026-08-30T20:04:42.777Z","api://Microsoft App Access Panel-Ext-6bfd2630"
"Microsoft Visual Studio Codespaces API - Dev-Ext","040d84a8-11eb-4504-beae-b1b695e88cf1","2026-08-30T20:04:42.813Z","api://Microsoft Visual Studio Codespaces API - Dev-Ext-040d84a8"
"Azure PHP Workloads Management-Ext","c6445c86-e39f-40c7-8b0d-d2c5e76ecc5d","2026-08-30T20:04:42.840Z","api://Azure PHP Workloads Management-Ext-c6445c86"
"Bing Search APIs-Ext","bc9f901d-2041-4b69-b024-0d593d4af9de","2026-08-30T20:04:42.864Z","api://Bing Search APIs-Ext-bc9f901d"
"DeploymentScheduler-Ext","e4e3b2d5-870a-4292-9859-f732cf202707","2026-08-30T20:04:42.948Z","api://DeploymentScheduler-Ext-e4e3b2d5"
"Microsoft Device Management EMM API-Ext","98611d8b-e0c1-40a1-86ce-5e6fad4b68ee","2026-08-30T20:04:42.986Z","api://Microsoft Device Management EMM API-Ext-98611d8b"
"Azure Synapse Studio-Ext","fe20089d-969d-47f6-b8b8-1a485bdcfdca","2026-08-30T20:04:43.073Z","api://Azure Synapse Studio-Ext-fe20089d"
"App-Ext","c681c679-af52-4acd-9bac-14bcd549b74f","2026-08-30T20:04:43.118Z","api://App-Ext-c681c679"
"Liftr-DT-FPA-ARM-AME-Ext","4634d8b7-013b-4074-b081-f973eed583a2","2026-08-30T20:04:43.202Z","api://Liftr-DT-FPA-ARM-AME-Ext-4634d8b7"
"Office365 Shell WCSS-Server Default-Ext","3745ee81-1113-4b01-86cb-13db0b220abf","2026-08-30T20:04:43.234Z","api://Office365 Shell WCSS-Server Default-Ext-3745ee81"
"Azure Kubernetes Service AAD Server-Ext","6e588e1b-d331-46d3-a1a1-557eeedd97ce","2026-08-30T20:04:43.267Z","api://Azure Kubernetes Service AAD Server-Ext-6e588e1b"
"Azure Storage-Ext","38a016f6-41b6-4a80-8b3e-ce8d189f37e3","2026-08-30T20:04:43.294Z","api://Azure Storage-Ext-38a016f6"
"Monitoring Account API-Ext","9f7b56fc-92cc-4cf8-9468-6b094371fa8a","2026-08-30T20:04:43.372Z","api://Monitoring Account API-Ext-9f7b56fc"
"Azure AD Application Proxy-Ext","f5537a36-5285-4540-af83-84186c00e019","2026-08-30T20:04:43.465Z","api://Azure AD Application Proxy-Ext-f5537a36"
"Azure Lab Services-Ext","7c765216-b1c1-41e8-969a-299d357a2e9d","2026-08-30T20:04:43.517Z","api://Azure Lab Services-Ext-7c765216"
"Microsoft Defender for Cloud Servers Scanner Resource Provider-Ext","596fe591-e6e4-4997-8f66-d527344c720d","2026-08-30T20:04:43.563Z","api://Microsoft Defender for Cloud Servers Scanner Resource Provider-Ext-596fe591"
"Microsoft Azure Container Apps - Data Plane-Ext","cb74b1aa-0d73-418c-8d73-e36346f2ae19","2026-08-30T20:04:43.620Z","api://Microsoft Azure Container Apps - Data Plane-Ext-cb74b1aa"
"Azure Spring Cloud DiagSettings App-Ext","d09e503f-ce9f-4fcb-aa16-3cc2614b306b","2026-08-30T20:04:43.649Z","api://Azure Spring Cloud DiagSettings App-Ext-d09e503f"
"Work-Ext","c2159c66-70ab-4bbf-9498-5e836a564467","2026-08-30T20:04:43.690Z","api://Work-Ext-c2159c66"
"NFV Resource Provider-Ext","0cfc68cc-c8bb-4d75-adb2-d82f2cc68edf","2026-08-30T20:04:43.749Z","api://NFV Resource Provider-Ext-0cfc68cc"
"Azure Blueprints-Ext","8a79102c-ee1a-4d79-9224-d642cfec5e44","2026-08-30T20:04:43.861Z","api://Azure Blueprints-Ext-8a79102c"
"aibankinguniversity-Ext","eb4293c1-39af-4822-b275-81e4089a6453","2026-08-30T20:04:43.922Z","api://aibankinguniversity-Ext-eb4293c1"
"Microsoft.CustomProviders RP-Ext","0f6493b5-6b6e-4bb5-b124-6b9648a0db80","2026-08-30T20:04:43.963Z","api://Microsoft.CustomProviders RP-Ext-0f6493b5"
"WindowsDefenderATP-Ext","c82147ee-38fb-4df9-bda5-381e84fad269","2026-08-30T20:04:44.020Z","api://WindowsDefenderATP-Ext-c82147ee"
"Microsoft Intune Service Discovery-Ext","e1386134-fb01-4ed9-9ab3-c7b09315da18","2026-08-30T20:04:44.134Z","api://Microsoft Intune Service Discovery-Ext-e1386134"
"Microsoft.Azure.DomainRegistration-Ext","ca2686f9-a98c-40c8-aa17-a94f4084c4d9","2026-08-30T20:04:44.155Z","api://Microsoft.Azure.DomainRegistration-Ext-ca2686f9"
"Quickbooks Other Intuit Service QuickBooks Online-Ext","f55a9db1-f4bc-437b-b381-31f64d16429b","2026-08-30T20:04:44.344Z","api://Quickbooks Other Intuit Service QuickBooks Online-Ext-f55a9db1"
"Azure ESTS Service-Ext","bb8a54eb-b218-465e-8fc8-8e529d3252e4","2026-08-30T20:04:44.376Z","api://Azure ESTS Service-Ext-bb8a54eb"
"Data Classification Service-Ext","f7368b1d-10f4-4aea-ab0f-409e6d900bc0","2026-08-30T20:04:44.468Z","api://Data Classification Service-Ext-f7368b1d"
"Targeted Messaging Service-Ext","8e334375-d96d-4301-92be-b441116b77b3","2026-08-30T20:04:44.510Z","api://Targeted Messaging Service-Ext-8e334375"
"admin-Ext","53442a2e-db35-4fce-9e5d-f1cae5970e38","2026-08-30T20:04:44.549Z","api://admin-Ext-53442a2e"
"Azure Key Vault-Ext","692f29b2-14b8-409f-93c3-221ca0f947a0","2026-08-30T20:04:44.601Z","api://Azure Key Vault-Ext-692f29b2"
"ProductsLifecycleApp-Ext","40489cf4-97a2-4b92-8514-b246d8b07084","2026-08-30T20:04:44.646Z","api://ProductsLifecycleApp-Ext-40489cf4"
"Microsoft Power Platform Service-Ext","2ddbebad-e0e8-4b84-a41e-976511207252","2026-08-30T20:04:44.782Z","api://Microsoft Power Platform Service-Ext-2ddbebad"
"Azure Guest Container Update Manager-Ext","270b291e-f09c-4de7-ba08-42d8bd4e8c10","2026-08-30T20:04:44.844Z","api://Azure Guest Container Update Manager-Ext-270b291e"
"Azure Information Protection-Ext","e1689653-2d30-4d93-be83-d3a912fb3963","2026-08-30T20:04:44.878Z","api://Azure Information Protection-Ext-e1689653"
"SAP Concur Travel and Expense-Ext","9784d452-3e08-4fdc-a9b7-2d508018f36c","2026-08-30T20:04:45.043Z","api://SAP Concur Travel and Expense-Ext-9784d452"
"Microsoft Defender for Cloud Servers Scanner Resource Provider-Ext","081f810e-3817-4d1e-b148-10707b2634c9","2026-08-30T20:04:45.078Z","api://Microsoft Defender for Cloud Servers Scanner Resource Provider-Ext-081f810e"
"Azure AD Application Proxy-Ext","fd6eb06f-26be-44e1-8a1a-d54a1bc357a6","2026-08-30T20:04:45.156Z","api://Azure AD Application Proxy-Ext-fd6eb06f"
"Billing RP-Ext","00a73a94-4ef9-4ceb-b627-b20cb13c79bc","2026-08-30T20:04:45.180Z","api://Billing RP-Ext-00a73a94"
"Liftr-SW-FPA-WW1-AME-Ext","d4c449ec-b451-4f6a-ac0b-87b92e2b7ed8","2026-08-30T20:04:45.265Z","api://Liftr-SW-FPA-WW1-AME-Ext-d4c449ec"
"Microsoft.SCOM Resource Provider-Ext","79480f98-04f9-43e4-9a6e-3d3df38750c6","2026-08-30T20:04:45.280Z","api://Microsoft.SCOM Resource Provider-Ext-79480f98"
"Now-Ext","a420b05f-6f6c-4781-917d-34b797f2d521","2026-08-30T20:04:45.319Z","api://Now-Ext-a420b05f"
"Test Base for M365 - Resource Provider-Ext","0e56157a-db9e-4c53-8dfb-73d57827b99a","2026-08-30T20:04:45.466Z","api://Test Base for M365 - Resource Provider-Ext-0e56157a"
"Windows Store for Business-Ext","e0e26155-5eb1-4d05-a452-cdf38aa5c17f","2026-08-30T20:04:45.503Z","api://Windows Store for Business-Ext-e0e26155"
"Domain Controller Services-Ext","306f577a-544c-4943-9a15-0144047c552a","2026-08-30T20:04:45.523Z","api://Domain Controller Services-Ext-306f577a"
"Office 365 Information Protection-Ext","99d5dc17-5a6f-42ff-879d-339605e18f8a","2026-08-30T20:04:45.560Z","api://Office 365 Information Protection-Ext-99d5dc17"
"AzureBackup_WBCM_Service-Ext","7d72c4e2-3364-4f7e-b1c5-c3e424f837d1","2026-08-30T20:04:45.587Z","api://AzureBackup_WBCM_Service-Ext-7d72c4e2"
"Microsoft App Access Panel-Ext","36d81427-65a5-496d-8510-f94f90f84ea9","2026-08-30T20:04:45.624Z","api://Microsoft App Access Panel-Ext-36d81427"
"Microsoft Azure Signup Portal-Ext","3f17c055-7edb-4c72-b290-8a295622ab06","2026-08-30T20:04:45.715Z","api://Microsoft Azure Signup Portal-Ext-3f17c055"
"Azure SQL Database-Ext","d67e58f9-3d29-45d6-97c1-cc1264d36599","2026-08-30T20:04:45.738Z","api://Azure SQL Database-Ext-d67e58f9"
"MDC Data Sensitivity-Ext","fb4044ad-29ee-4667-ba48-a4d02ca4949a","2026-08-30T20:04:45.788Z","api://MDC Data Sensitivity-Ext-fb4044ad"
"Azure Resource Graph-Ext","b4481d60-385c-49ae-901b-b4f7cf853296","2026-08-30T20:04:45.805Z","api://Azure Resource Graph-Ext-b4481d60"
"MCAPI Authorization Prod-Ext","dd58a82d-b72c-422a-a4ea-f5ca46f7e2ea","2026-08-30T20:04:45.822Z","api://MCAPI Authorization Prod-Ext-dd58a82d"
"Fidalgo Dataplane Public-Ext","821e96be-9b59-4f0e-b45d-4eac44980f99","2026-08-30T20:04:45.852Z","api://Fidalgo Dataplane Public-Ext-821e96be"
"Microsoft App Access Panel-Ext","7d701d17-a4a5-49f8-b13a-d0bd51d02598","2026-08-30T20:04:45.935Z","api://Microsoft App Access Panel-Ext-7d701d17"
"CCM TAGS-Ext","9feac010-71af-4e05-ae54-e9b0fde9a43d","2026-08-30T20:04:46.126Z","api://CCM TAGS-Ext-9feac010"
"Accuit (iFACS)-Ext","1851da3b-f767-4902-af71-9b8d15210f4d","2026-08-30T20:04:46.173Z","api://Accuit (iFACS)-Ext-1851da3b"
"O365 Demeter-Ext","785d2a6e-7310-4861-b6d1-be24b41073bf","2026-08-30T20:04:46.214Z","api://O365 Demeter-Ext-785d2a6e"
"azscsp-1688038210495-Ext","7a5af799-8a0f-491e-816a-9620cfc35d65","2026-08-30T20:04:46.314Z","api://azscsp-1688038210495-Ext-7a5af799"
"Azure Managed HSM RP-Ext","26623d26-6752-4045-9da1-991c1c24467b","2026-08-30T20:04:46.355Z","api://Azure Managed HSM RP-Ext-26623d26"
"Domain Controller Services-Ext","64ad5cc9-730d-4318-835c-7e39b9173c0e","2026-08-30T20:04:46.374Z","api://Domain Controller Services-Ext-64ad5cc9"
"Office 365 Information Protection-Ext","d1e9be8c-9b2d-4f27-880a-66a6b8f68d94","2026-08-30T20:04:46.401Z","api://Office 365 Information Protection-Ext-d1e9be8c"
"Domain Controller Services-Ext","6b1d2bc6-d8d6-4ad6-8df9-d19a9a1c16a1","2026-08-30T20:04:46.492Z","api://Domain Controller Services-Ext-6b1d2bc6"
"Azure Deployments-Ext","8a588cbb-dfed-4520-89d6-5d3a734e8da2","2026-08-30T20:04:46.539Z","api://Azure Deployments-Ext-8a588cbb"
